orderid,brand_name,product_name,sales_ammount,sales_date
0005599,Samsung,galaxy10,63654.7,2019-04-08
0005600,Apple,iphoneSE,12520.99,2019-03-15
0005601,Samsung,watch320,10472.73,2019-09-18
0005602,Nokia,Nk320,67844.55,2019-10-01
0005603,Apple,iphone12,58308.56,2019-07-17
0005604,Apple,iphone13,90570.14,2018-06-15
0005605,Apple,iphone12,98952.01,2019-05-02
0005606,Apple,iphoneSE,31420.89,2019-01-08
0005607,Nokia,Nk320,85872.73,2018-11-07
0005608,Samsung,galaxy10,99431.64,2019-04-15
0005609,Apple,iphone13,32924.11,2019-03-06
0005610,Samsung,watch320,28448.83,2018-12-26
0005611,Apple,iphone11,80687.78,2019-08-11
0005612,Apple,Macbook512,79439.72,2020-01-20
0005613,Apple,IpadMini,67805.6,2018-06-14
0005614,Apple,IpadMini,90152.04,2019-02-15
0005615,Apple,Macbook512,77413.21,2018-06-22
0005616,Apple,IpadMini,1057.52,2018-10-23
0005617,Nokia,Nk320,38967.66,2018-05-13
0005618,Samsung,galaxy10,43547.2,2018-09-20
0005619,Nokia,Nk500,59474.25,2019-09-06
0005620,Apple,laptop256,39905.98,2018-07-28
0005621,Nokia,Nk500,84739.63,2019-12-16
0005622,Nokia,Nk500,60326.9,2018-12-15
0005623,Apple,iphone12,52167.42,2020-04-17
0005624,Nokia,Nk500,51410.83,2018-09-12
0005625,Apple,IpadMax,23258.53,2018-12-17
0005626,Nokia,Nk320,57638.99,2018-11-29
0005627,Apple,Macbook512,27229.48,2019-04-09
0005628,Apple,iphone11,63727.8,2019-01-19
0005629,Samsung,watch340,59976.14,2019-06-29
0005630,Apple,IpadMax,64090.21,2019-12-04
0005631,Nokia,Nk400,13866.23,2019-04-28
0005632,Nokia,Nk500,65422.75,2020-03-19
0005633,Apple,iphoneSE,87464.16,2020-01-12
0005634,Apple,IpadMini,10338.58,2018-12-04
0005635,Samsung,galaxy13,664.78,2018-07-31
0005636,Apple,IpadMini,40934.51,2018-11-26
0005637,Nokia,Nk500,83867.13,2018-10-30
0005638,Apple,IpadMini,97152.65,2019-08-17
0005639,Nokia,Nk320,46242.83,2018-09-27
0005640,Nokia,Nk320,95027.71,2018-09-01
0005641,Samsung,watch340,61452.65,2018-05-23
0005642,Samsung,galaxy12,98684.27,2020-04-21
0005643,Samsung,galaxy10,52833.47,2018-12-14
0005644,Samsung,galaxy12,75175.66,2018-08-26
0005645,Apple,iphoneSE,14442.06,2018-11-11
0005646,Samsung,watch320,35622.81,2020-01-17
0005647,Apple,iphoneSE,60192.45,2020-01-11
0005648,Nokia,Nk500,70234.39,2018-10-24
0005649,Samsung,galaxy12,18919.91,2019-03-31
0005650,Apple,Macbook512,41526.77,2018-08-11
0005651,Samsung,watch340,3278.6,2019-03-25
0005652,Samsung,watch320,63575.69,2020-03-20
0005653,Samsung,watch340,56710.21,2018-12-09
0005654,Samsung,watch340,88968.67,2018-05-12
0005655,Nokia,Nk320,9072.3,2018-08-23
0005656,Nokia,Nk500,37935.6,2020-01-04
0005657,Apple,IpadMax,88911.83,2019-12-28
0005658,Nokia,Nk500,13508.99,2018-07-31
0005659,Apple,iphone13,31308.1,2019-12-07
0005660,Samsung,watch340,57920.67,2019-10-05
0005661,Apple,iphoneSE,27593.76,2018-06-29
0005662,Samsung,galaxy12,73302.63,2019-11-28
0005663,Samsung,galaxy12,57494.62,2019-02-11
0005664,Samsung,galaxy13,75432.17,2020-01-03
0005665,Nokia,Nk320,90744.82,2018-06-28
0005666,Samsung,watch320,53757.62,2018-08-04
0005667,Apple,iphone12,41360.24,2019-05-14
0005668,Apple,laptop256,42504.87,2019-07-31
0005669,Samsung,galaxy10,63938.75,2019-10-20
0005670,Samsung,watch320,29864.39,2018-05-09
0005671,Nokia,Nk500,83057.98,2019-09-26
0005672,Nokia,Nk400,73640.29,2018-10-30
0005673,Samsung,watch320,48895.96,2018-08-26
0005674,Apple,laptop256,25704.05,2019-06-29
0005675,Apple,Macbook512,33739.66,2020-02-16
0005676,Nokia,Nk400,35516.62,2019-05-28
0005677,Nokia,Nk400,47523.15,2019-05-09
0005678,Samsung,watch340,62858.1,2020-02-20
0005679,Apple,IpadMax,73727.96,2019-10-09
0005680,Apple,Macbook512,98864.67,2019-07-11
0005681,Nokia,Nk320,54721.66,2018-12-17
0005682,Nokia,Nk500,23385.85,2018-07-16
0005683,Apple,iphone12,55879.24,2020-04-11
0005684,Samsung,galaxy10,16011.95,2019-06-15
0005685,Samsung,watch340,92073.31,2018-10-02
0005686,Samsung,galaxy12,90139.72,2020-02-11
0005687,Samsung,galaxy11,41787.76,2018-08-30
0005688,Apple,IpadMax,20888.79,2019-02-03
0005689,Nokia,Nk500,77985.23,2020-01-29
0005690,Samsung,galaxy12,3534.37,2020-04-02
0005691,Apple,laptop256,34709.79,2019-02-23
0005692,Samsung,galaxy11,71059.38,2019-01-30
0005693,Nokia,Nk400,27205.95,2018-07-17
0005694,Samsung,galaxy11,69343.43,2019-03-31
0005695,Nokia,Nk400,97366.34,2019-06-18
0005696,Apple,iphone12,98015.5,2018-05-04
0005697,Apple,Macbook512,6146.2,2019-07-20
0005698,Samsung,galaxy12,49702.69,2019-02-24
0005699,Nokia,Nk320,59585.6,2018-05-06
0005700,Samsung,watch320,60679.42,2018-05-13
0005701,Samsung,galaxy12,55254.28,2019-07-10
0005702,Nokia,Nk320,55339.09,2019-12-26
0005703,Samsung,watch340,12926.19,2018-10-15
0005704,Nokia,Nk500,29127.85,2019-08-31
0005705,Samsung,galaxy13,55210.59,2018-12-07
0005706,Nokia,Nk400,54116.83,2019-06-11
0005707,Nokia,Nk320,44930.76,2019-11-30
0005708,Apple,IpadMax,17058.46,2019-04-27
0005709,Samsung,galaxy13,15017.44,2018-07-10
0005710,Samsung,watch320,33419.04,2019-10-06
0005711,Apple,iphone11,44276.57,2019-07-24
0005712,Apple,Macbook512,17897.51,2019-02-04
0005713,Apple,iphone12,44680.17,2020-02-29
0005714,Apple,laptop256,54691.6,2018-07-06
0005715,Nokia,Nk500,25837.18,2019-11-12
0005716,Samsung,watch340,19026.57,2020-01-31
0005717,Samsung,watch340,25093.97,2018-10-20
0005718,Samsung,galaxy12,19039.99,2018-12-11
0005719,Samsung,galaxy10,81270.67,2018-07-08
0005720,Samsung,galaxy10,12802.91,2019-08-01
0005721,Apple,iphone12,5311.56,2020-04-12
0005722,Nokia,Nk320,26423.88,2018-08-06
0005723,Samsung,watch340,69031.34,2020-01-31
0005724,Apple,iphone13,19517.88,2018-10-08
0005725,Nokia,Nk500,20512.53,2019-04-23
0005726,Samsung,galaxy10,26779.94,2019-08-31
0005727,Nokia,Nk320,66195.15,2019-09-04
0005728,Nokia,Nk400,47237.99,2018-06-01
0005729,Apple,Macbook512,81113.86,2020-02-17
0005730,Nokia,Nk400,51655.52,2018-11-08
0005731,Apple,iphone12,87480.44,2019-09-01
0005732,Nokia,Nk320,75314.0,2018-10-22
0005733,Apple,IpadMax,53659.63,2019-04-06
0005734,Nokia,Nk500,25161.85,2018-09-17
0005735,Apple,iphoneSE,19428.36,2018-09-15
0005736,Apple,IpadMax,76898.45,2019-07-31
0005737,Samsung,galaxy11,2913.59,2020-02-13
0005738,Nokia,Nk400,17420.69,2018-06-06
0005739,Samsung,galaxy13,6127.85,2020-02-06
0005740,Samsung,galaxy10,84745.44,2019-06-30
0005741,Samsung,watch340,60012.47,2019-11-10
0005742,Apple,IpadMini,33731.07,2019-11-07
0005743,Samsung,galaxy12,8984.3,2018-07-26
0005744,Nokia,Nk400,28717.17,2018-07-02
0005745,Nokia,Nk320,14279.24,2019-02-20
0005746,Samsung,watch340,10109.98,2019-08-11
0005747,Apple,IpadMini,94151.96,2019-10-04
0005748,Apple,laptop256,11096.51,2018-07-30
0005749,Apple,iphone13,13461.14,2018-11-09
0005750,Apple,iphone12,84429.11,2019-01-07
0005751,Nokia,Nk400,16726.83,2019-01-17
0005752,Samsung,galaxy12,72454.0,2018-12-05
0005753,Samsung,watch340,15441.1,2018-11-09
0005754,Nokia,Nk500,21920.29,2019-08-12
0005755,Samsung,galaxy11,2314.76,2019-07-09
0005756,Nokia,Nk500,63113.26,2019-07-22
0005757,Apple,IpadMini,99226.03,2019-05-14
0005758,Samsung,galaxy10,86055.6,2019-06-11
0005759,Apple,IpadMini,94618.3,2018-11-21
0005760,Nokia,Nk400,55870.43,2019-10-20
0005761,Nokia,Nk320,72857.76,2019-11-26
0005762,Samsung,galaxy13,47607.24,2020-01-12
0005763,Nokia,Nk400,17005.49,2018-07-22
0005764,Nokia,Nk500,30868.67,2019-01-30
0005765,Samsung,galaxy13,67523.45,2020-01-10
0005766,Nokia,Nk320,76500.24,2018-11-20
0005767,Nokia,Nk500,16874.35,2019-08-07
0005768,Nokia,Nk500,39813.92,2019-12-22
0005769,Apple,IpadMini,75941.37,2019-11-17
0005770,Apple,laptop256,26291.75,2019-03-03
0005771,Samsung,galaxy13,98062.89,2019-01-19
0005772,Samsung,galaxy10,69596.99,2019-12-17
0005773,Apple,iphone11,97096.83,2018-06-12
0005774,Apple,iphone12,80551.4,2019-10-26
0005775,Nokia,Nk400,11296.05,2019-01-21
0005776,Apple,IpadMax,54442.27,2019-11-13
0005777,Apple,iphone11,38371.84,2018-08-25
0005778,Nokia,Nk320,7050.0,2020-01-08
0005779,Nokia,Nk320,14015.35,2020-04-13
0005780,Samsung,galaxy12,31157.1,2018-12-14
0005781,Apple,IpadMini,57158.21,2019-08-02
0005782,Samsung,galaxy12,33384.22,2018-07-05
0005783,Apple,iphone12,65160.28,2018-05-13
0005784,Nokia,Nk320,57230.89,2019-02-12
0005785,Apple,laptop256,11448.25,2019-09-20
0005786,Nokia,Nk400,86269.33,2020-03-13
0005787,Nokia,Nk400,43628.26,2020-01-03
0005788,Nokia,Nk500,67697.52,2019-10-03
0005789,Nokia,Nk320,69816.86,2018-10-26
0005790,Samsung,watch340,10342.71,2019-12-24
0005791,Apple,IpadMini,79649.84,2019-06-02
0005792,Nokia,Nk500,56956.97,2019-07-10
0005793,Samsung,galaxy11,60381.98,2019-06-04
0005794,Samsung,galaxy12,10169.95,2020-03-07
0005795,Nokia,Nk500,42726.3,2019-08-23
0005796,Samsung,watch340,65711.92,2019-01-10
0005797,Nokia,Nk500,48022.17,2020-03-21
0005798,Apple,Macbook512,47569.68,2019-09-05
0005799,Nokia,Nk400,54984.78,2020-01-03
0005800,Nokia,Nk400,89117.13,2019-03-18
0005801,Nokia,Nk320,68986.03,2018-05-03
0005802,Apple,iphone13,17579.25,2018-08-20
0005803,Nokia,Nk500,46905.52,2019-08-13
0005804,Apple,iphone11,38740.53,2019-09-09
0005805,Samsung,galaxy11,26769.79,2018-08-01
0005806,Apple,iphone12,54367.02,2019-12-21
0005807,Samsung,galaxy13,5769.35,2019-11-12
0005808,Nokia,Nk500,58567.61,2018-06-30
0005809,Nokia,Nk320,30731.69,2018-11-11
0005810,Samsung,galaxy10,97998.98,2019-01-06
0005811,Samsung,galaxy10,73740.99,2018-12-30
0005812,Nokia,Nk500,61469.29,2019-09-14
0005813,Apple,Macbook512,73770.79,2020-03-19
0005814,Apple,IpadMini,58229.04,2018-10-09
0005815,Nokia,Nk500,14019.06,2020-02-11
0005816,Samsung,watch320,29818.31,2018-08-24
0005817,Samsung,galaxy11,5010.01,2019-12-10
0005818,Nokia,Nk320,54169.25,2018-11-12
0005819,Samsung,galaxy11,52675.42,2019-01-12
0005820,Apple,IpadMax,83061.15,2019-10-06
0005821,Apple,IpadMax,11508.86,2019-07-29
0005822,Nokia,Nk500,67452.3,2019-04-29
0005823,Nokia,Nk320,49128.71,2019-07-16
0005824,Apple,Macbook512,44148.52,2020-01-17
0005825,Apple,IpadMax,64229.27,2018-06-29
0005826,Apple,iphone11,58731.65,2018-10-03
0005827,Nokia,Nk320,53776.47,2019-03-21
0005828,Apple,laptop256,51754.59,2019-08-23
0005829,Samsung,galaxy10,26047.99,2019-09-01
0005830,Apple,Macbook512,39939.52,2019-08-08
0005831,Samsung,galaxy11,48032.95,2018-07-01
0005832,Apple,IpadMini,11344.96,2018-08-11
0005833,Apple,iphone13,34091.74,2019-05-07
0005834,Apple,Macbook512,89749.17,2018-05-11
0005835,Apple,iphone11,72985.9,2019-10-21
0005836,Samsung,galaxy10,86919.06,2019-10-02
0005837,Nokia,Nk320,12419.49,2018-06-30
0005838,Nokia,Nk320,20809.31,2018-05-25
0005839,Apple,laptop256,39067.08,2020-02-27
0005840,Apple,Macbook512,36219.94,2018-06-25
0005841,Apple,Macbook512,76321.42,2019-04-03
0005842,Nokia,Nk400,20493.93,2020-03-25
0005843,Nokia,Nk320,39160.36,2019-10-24
0005844,Nokia,Nk500,73580.86,2020-03-11
0005845,Nokia,Nk500,43457.59,2020-03-07
0005846,Nokia,Nk320,71443.67,2019-05-08
0005847,Samsung,watch340,75626.65,2019-03-08
0005848,Apple,iphone12,8561.7,2018-09-15
0005849,Nokia,Nk320,79625.04,2019-04-30
0005850,Apple,IpadMax,74409.45,2019-10-23
0005851,Samsung,galaxy10,31191.95,2019-09-01
0005852,Apple,iphoneSE,1752.08,2019-03-31
0005853,Nokia,Nk500,51215.15,2018-11-13
0005854,Samsung,galaxy12,59604.66,2019-04-29
0005855,Nokia,Nk400,15144.67,2019-01-25
0005856,Apple,iphoneSE,77109.63,2019-09-06
0005857,Samsung,watch340,58634.74,2020-04-09
0005858,Apple,Macbook512,5289.43,2019-02-10
0005859,Nokia,Nk320,58289.08,2019-09-03
0005860,Samsung,watch340,31133.81,2020-02-18
0005861,Nokia,Nk500,26190.54,2020-01-01
0005862,Samsung,galaxy13,29524.26,2018-08-01
0005863,Nokia,Nk320,93771.01,2019-11-18
0005864,Nokia,Nk500,64991.43,2018-09-26
0005865,Apple,Macbook512,93800.29,2018-05-22
0005866,Samsung,galaxy10,58227.37,2019-03-16
0005867,Apple,iphone12,38289.93,2019-08-10
0005868,Samsung,galaxy13,4149.42,2020-04-01
0005869,Nokia,Nk500,46210.02,2018-06-01
0005870,Samsung,galaxy11,65510.95,2019-01-02
0005871,Apple,iphoneSE,45549.16,2019-11-27
0005872,Samsung,galaxy12,10262.37,2018-09-21
0005873,Samsung,galaxy11,90402.84,2019-02-08
0005874,Apple,iphone13,41109.63,2020-02-14
0005875,Apple,IpadMini,90364.97,2018-06-22
0005876,Apple,IpadMax,91737.15,2018-06-15
0005877,Apple,IpadMax,62857.9,2020-03-03
0005878,Apple,iphone12,2000.18,2020-03-27
0005879,Nokia,Nk320,63179.71,2020-03-02
0005880,Nokia,Nk320,14853.68,2018-09-13
0005881,Apple,iphoneSE,29118.2,2018-06-17
0005882,Samsung,galaxy11,4258.29,2019-12-23
0005883,Nokia,Nk320,6004.71,2018-12-06
0005884,Nokia,Nk320,96965.98,2019-06-02
0005885,Samsung,galaxy10,90774.62,2019-04-25
0005886,Apple,iphone12,51262.24,2018-11-14
0005887,Apple,IpadMini,33597.02,2020-04-11
0005888,Apple,laptop256,72803.55,2020-03-10
0005889,Samsung,galaxy10,3023.26,2019-04-25
0005890,Samsung,watch320,46629.3,2020-04-29
0005891,Apple,IpadMini,86148.38,2020-04-22
0005892,Apple,iphone11,83616.68,2019-11-01
0005893,Nokia,Nk320,5397.55,2018-06-06
0005894,Apple,iphoneSE,25484.83,2019-03-13
0005895,Samsung,galaxy13,67729.17,2020-03-25
0005896,Apple,Macbook512,23084.64,2020-02-19
0005897,Apple,IpadMini,26263.81,2019-03-27
0005898,Samsung,watch340,93466.9,2018-10-30
0005899,Samsung,galaxy13,37118.49,2019-07-02
0005900,Apple,iphone11,14865.16,2018-12-15
0005901,Nokia,Nk400,53006.05,2019-08-22
0005902,Nokia,Nk320,10704.5,2018-10-31
0005903,Samsung,watch340,1279.23,2019-08-27
0005904,Apple,IpadMini,42772.51,2019-04-15
0005905,Samsung,galaxy11,40930.5,2020-02-07
0005906,Apple,Macbook512,88901.01,2019-06-05
0005907,Samsung,galaxy10,90975.89,2018-10-19
0005908,Apple,IpadMax,65949.1,2019-10-21
0005909,Nokia,Nk400,3273.87,2018-11-20
0005910,Samsung,watch340,48627.76,2018-10-01
0005911,Apple,iphoneSE,14176.09,2020-03-16
0005912,Apple,iphone13,12532.05,2019-02-20
0005913,Nokia,Nk400,25536.73,2019-08-31
0005914,Nokia,Nk500,25177.39,2019-11-24
0005915,Samsung,galaxy12,11426.35,2018-08-02
0005916,Samsung,watch320,58149.98,2019-05-15
0005917,Apple,laptop256,17748.53,2019-11-18
0005918,Nokia,Nk500,10284.34,2020-01-08
0005919,Apple,iphone13,1565.01,2020-01-10
0005920,Nokia,Nk500,14719.78,2019-04-08
0005921,Apple,laptop256,18615.41,2018-08-10
0005922,Nokia,Nk500,97009.77,2019-11-23
0005923,Samsung,watch320,60692.53,2020-03-14
0005924,Nokia,Nk320,29847.74,2019-10-25
0005925,Nokia,Nk500,41325.36,2018-08-22
0005926,Samsung,galaxy11,99072.16,2019-01-08
0005927,Apple,iphoneSE,55209.76,2019-06-28
0005928,Apple,iphoneSE,39581.37,2020-01-10
0005929,Nokia,Nk400,8964.42,2019-10-20
0005930,Nokia,Nk320,4004.91,2018-05-20
0005931,Apple,IpadMini,42964.17,2019-04-21
0005932,Nokia,Nk400,80974.42,2019-05-04
0005933,Apple,IpadMax,28038.93,2018-11-03
0005934,Apple,iphone13,41061.81,2018-08-02
0005935,Samsung,watch340,78751.55,2018-09-25
0005936,Apple,iphone11,5584.53,2018-07-14
0005937,Nokia,Nk500,837.11,2019-06-02
0005938,Nokia,Nk400,83996.93,2018-10-20
0005939,Nokia,Nk500,75192.1,2019-10-17
0005940,Nokia,Nk400,92270.81,2019-03-09
0005941,Nokia,Nk400,83696.53,2019-08-19
0005942,Samsung,galaxy13,65709.5,2019-11-13
0005943,Samsung,watch320,81142.36,2018-07-13
0005944,Apple,iphone12,41509.86,2018-05-14
0005945,Nokia,Nk400,28813.08,2019-09-08
0005946,Nokia,Nk500,20437.24,2019-05-26
0005947,Samsung,galaxy13,5525.91,2018-05-07
0005948,Apple,iphoneSE,84411.71,2018-06-04
0005949,Samsung,galaxy10,55837.26,2018-12-22
0005950,Nokia,Nk320,71997.72,2019-10-12
0005951,Samsung,galaxy11,99121.5,2018-05-16
0005952,Samsung,watch340,73147.32,2019-06-04
0005953,Samsung,galaxy13,96005.92,2018-12-03
0005954,Samsung,galaxy10,52805.11,2020-01-29
0005955,Apple,IpadMini,66641.66,2019-08-21
0005956,Apple,iphone13,62113.22,2018-06-01
0005957,Apple,IpadMax,5974.13,2020-02-11
0005958,Nokia,Nk400,63434.54,2018-11-30
0005959,Apple,iphone13,12755.19,2018-12-18
0005960,Apple,IpadMax,25109.69,2019-01-25
0005961,Apple,IpadMax,6070.44,2018-09-23
0005962,Nokia,Nk500,56253.02,2018-10-14
0005963,Samsung,watch340,40977.3,2019-12-17
0005964,Nokia,Nk320,60233.17,2018-10-23
0005965,Apple,iphone11,75733.12,2019-06-15
0005966,Nokia,Nk320,50290.81,2019-07-17
0005967,Nokia,Nk320,68983.43,2019-01-27
0005968,Nokia,Nk320,77180.01,2018-05-12
0005969,Apple,iphone12,57109.36,2020-04-10
0005970,Apple,laptop256,49113.5,2018-05-24
0005971,Apple,IpadMax,92619.28,2018-05-11
0005972,Nokia,Nk400,23094.52,2019-08-31
0005973,Nokia,Nk500,30687.16,2019-07-29
0005974,Samsung,watch340,61505.41,2019-04-17
0005975,Samsung,galaxy12,75708.64,2018-07-11
0005976,Nokia,Nk320,49730.35,2018-08-14
0005977,Samsung,watch320,97700.96,2018-09-28
0005978,Apple,iphoneSE,33670.51,2019-04-14
0005979,Apple,Macbook512,44826.26,2018-07-02
0005980,Apple,iphoneSE,64178.83,2019-02-15
0005981,Samsung,watch320,45000.68,2019-05-25
0005982,Apple,iphone11,26217.45,2018-08-30
0005983,Apple,IpadMax,90587.49,2019-12-31
0005984,Samsung,watch340,50783.14,2018-05-24
0005985,Apple,iphoneSE,6618.81,2020-02-20
0005986,Apple,IpadMax,4921.13,2019-10-23
0005987,Nokia,Nk320,70188.29,2020-01-01
0005988,Apple,iphoneSE,9439.5,2018-12-31
0005989,Samsung,galaxy11,59932.56,2018-07-17
0005990,Apple,iphone13,26070.16,2020-01-18
0005991,Nokia,Nk320,5311.91,2018-12-08
0005992,Nokia,Nk320,36119.88,2020-01-07
0005993,Samsung,watch320,35850.86,2019-02-19
0005994,Apple,laptop256,516.48,2019-02-20
0005995,Nokia,Nk320,89699.91,2018-07-23
0005996,Nokia,Nk500,56200.0,2020-04-07
0005997,Samsung,galaxy13,52185.05,2019-05-25
0005998,Samsung,watch320,45366.19,2019-02-07
0005999,Samsung,watch340,71828.44,2020-03-20
0006000,Samsung,galaxy12,20818.32,2019-05-19
0006001,Samsung,watch320,62591.76,2018-08-17
0006002,Samsung,watch320,80025.14,2019-01-05
0006003,Nokia,Nk500,62177.74,2019-12-02
0006004,Samsung,galaxy13,43868.93,2018-07-15
0006005,Samsung,galaxy10,75559.37,2018-12-10
0006006,Apple,Macbook512,25563.29,2019-04-03
0006007,Nokia,Nk400,71238.51,2018-06-20
0006008,Samsung,galaxy10,14381.22,2019-08-06
0006009,Nokia,Nk320,35035.04,2018-09-07
0006010,Nokia,Nk320,68232.32,2018-07-14
0006011,Apple,iphone12,43456.5,2018-09-24
0006012,Apple,iphone11,43603.63,2019-12-12
0006013,Samsung,watch340,39605.21,2018-12-16
0006014,Samsung,galaxy12,25328.03,2018-12-17
0006015,Nokia,Nk500,29537.48,2018-08-24
0006016,Samsung,watch340,1838.87,2019-04-12
0006017,Nokia,Nk400,45915.53,2018-05-26
0006018,Apple,laptop256,51125.74,2019-12-31
0006019,Apple,IpadMini,62323.84,2019-09-09
0006020,Nokia,Nk320,93344.69,2020-04-19
0006021,Apple,IpadMini,238.54,2019-03-13
0006022,Nokia,Nk320,94179.1,2018-12-14
0006023,Nokia,Nk320,59200.83,2018-11-08
0006024,Samsung,galaxy10,36543.12,2018-06-02
0006025,Apple,IpadMini,88171.41,2020-02-29
0006026,Samsung,galaxy11,99279.42,2019-12-30
0006027,Nokia,Nk500,48881.58,2019-03-13
0006028,Apple,Macbook512,75291.35,2019-06-02
0006029,Nokia,Nk400,36228.59,2019-02-19
0006030,Samsung,watch340,14820.91,2019-09-17
0006031,Samsung,watch340,9726.75,2020-02-10
0006032,Apple,iphoneSE,7968.71,2020-03-29
0006033,Samsung,galaxy13,91056.56,2019-08-14
0006034,Nokia,Nk320,51017.29,2018-06-08
0006035,Samsung,galaxy13,51599.09,2018-08-26
0006036,Apple,iphone12,12045.18,2019-08-02
0006037,Nokia,Nk320,96526.48,2019-09-08
0006038,Samsung,galaxy11,64493.92,2019-07-28
0006039,Samsung,galaxy13,602.36,2019-02-25
0006040,Samsung,watch340,60890.91,2018-07-01
0006041,Apple,Macbook512,64356.76,2018-05-12
0006042,Nokia,Nk500,33533.95,2019-03-09
0006043,Nokia,Nk400,48671.88,2018-06-26
0006044,Samsung,galaxy13,55034.17,2020-01-15
0006045,Nokia,Nk320,12574.13,2018-08-30
0006046,Apple,iphone13,40083.16,2018-12-25
0006047,Samsung,galaxy10,86892.46,2019-03-10
0006048,Apple,iphone13,3542.74,2018-06-30
0006049,Apple,Macbook512,8443.44,2020-01-09
0006050,Nokia,Nk500,23577.11,2019-11-08
0006051,Nokia,Nk320,36462.14,2019-04-12
0006052,Nokia,Nk400,94351.06,2020-03-06
0006053,Samsung,galaxy12,9262.56,2019-11-27
0006054,Apple,iphone13,51176.61,2019-06-11
0006055,Nokia,Nk500,38931.98,2020-03-11
0006056,Nokia,Nk400,11928.02,2019-02-17
0006057,Apple,laptop256,17172.78,2019-11-30
0006058,Apple,IpadMax,37802.06,2019-04-21
0006059,Apple,iphoneSE,57229.72,2019-10-15
0006060,Samsung,galaxy11,44165.58,2019-10-18
0006061,Nokia,Nk500,10321.57,2018-08-14
0006062,Samsung,galaxy12,92650.31,2019-10-18
0006063,Nokia,Nk400,17146.77,2018-05-12
0006064,Nokia,Nk500,5157.88,2019-12-05
0006065,Nokia,Nk500,4182.02,2019-02-23
0006066,Samsung,galaxy13,54318.82,2018-09-28
0006067,Apple,iphoneSE,69589.99,2018-07-29
0006068,Samsung,galaxy13,83210.68,2018-10-22
0006069,Apple,laptop256,21648.11,2019-07-31
0006070,Apple,IpadMax,5607.04,2019-09-24
0006071,Samsung,galaxy10,97725.31,2019-07-24
0006072,Samsung,galaxy10,80164.45,2019-05-24
0006073,Apple,iphone11,88530.61,2019-08-11
0006074,Apple,laptop256,77790.87,2018-06-09
0006075,Samsung,watch340,59271.33,2018-11-25
0006076,Nokia,Nk320,52668.81,2019-11-21
0006077,Nokia,Nk400,55199.78,2019-11-08
0006078,Apple,iphone13,95296.5,2020-03-13
0006079,Nokia,Nk400,4814.95,2019-08-29
0006080,Apple,laptop256,36445.98,2019-07-08
0006081,Apple,iphone13,96690.56,2019-05-23
0006082,Apple,IpadMini,73471.44,2019-06-05
0006083,Nokia,Nk500,36249.45,2018-05-12
0006084,Samsung,galaxy13,6913.65,2018-06-28
0006085,Nokia,Nk400,61444.22,2018-09-22
0006086,Apple,iphone12,30101.84,2020-02-09
0006087,Nokia,Nk320,96990.12,2018-10-23
0006088,Nokia,Nk500,63672.74,2020-03-07
0006089,Samsung,galaxy11,56044.65,2018-07-11
0006090,Nokia,Nk500,1376.22,2018-07-22
0006091,Nokia,Nk320,45459.53,2020-01-14
0006092,Nokia,Nk500,10062.02,2018-05-27
0006093,Samsung,watch340,45714.79,2019-01-10
0006094,Apple,iphone13,18915.46,2019-06-14
0006095,Nokia,Nk320,4071.68,2020-03-04
0006096,Samsung,galaxy11,81354.07,2019-10-19
0006097,Apple,iphone11,6711.47,2020-01-03
0006098,Nokia,Nk500,38050.38,2019-04-13
0006099,Samsung,watch340,78572.47,2018-10-13
0006100,Apple,iphone12,74485.88,2019-02-23
0006101,Nokia,Nk320,52695.46,2018-09-03
0006102,Nokia,Nk400,63187.76,2018-11-17
0006103,Apple,iphone13,89956.78,2019-08-10
0006104,Nokia,Nk320,50263.19,2019-09-13
0006105,Apple,iphone11,60699.36,2018-08-31
0006106,Samsung,watch340,65502.31,2019-07-09
0006107,Samsung,watch320,56907.17,2020-04-02
0006108,Nokia,Nk400,55648.51,2020-01-09
0006109,Samsung,galaxy10,22170.94,2020-04-29
0006110,Samsung,galaxy13,62482.35,2020-02-12
0006111,Nokia,Nk400,8207.63,2018-09-03
0006112,Apple,iphone13,22820.08,2018-12-03
0006113,Apple,iphone11,73394.77,2019-02-16
0006114,Apple,iphoneSE,21748.1,2019-01-02
0006115,Apple,iphoneSE,9993.38,2019-06-11
0006116,Apple,Macbook512,3670.87,2019-10-12
0006117,Nokia,Nk400,84854.89,2019-04-19
0006118,Samsung,galaxy10,90946.46,2020-03-14
0006119,Nokia,Nk320,43424.93,2018-11-11
0006120,Nokia,Nk400,22100.33,2019-02-03
0006121,Apple,iphone11,57798.61,2019-07-21
0006122,Nokia,Nk400,22046.26,2018-10-06
0006123,Samsung,galaxy12,58869.42,2020-04-20
0006124,Apple,IpadMax,96841.17,2018-12-10
0006125,Samsung,galaxy13,57412.0,2019-04-02
0006126,Nokia,Nk500,36552.53,2019-02-14
0006127,Samsung,watch320,98027.48,2019-12-29
0006128,Nokia,Nk400,26083.22,2019-04-04
0006129,Nokia,Nk320,46336.14,2019-03-02
0006130,Nokia,Nk500,95612.56,2020-02-11
0006131,Nokia,Nk320,83497.84,2018-09-08
0006132,Apple,iphone13,77315.85,2018-06-18
0006133,Samsung,galaxy10,93000.92,2019-07-16
0006134,Samsung,galaxy11,95358.09,2020-03-01
0006135,Samsung,watch340,57874.27,2019-06-06
0006136,Samsung,galaxy13,39088.72,2019-11-06
