orderid,brand_name,product_name,sales_amount,sales_date
1019479,Apple,iphone13,679.18,2022-02-26
1019480,Nokia,Nk320,535.19,2022-01-05
1019481,Nokia,Nk500,188.66,2022-03-01
1019482,Nokia,Nk320,746.55,2022-02-28
1019483,Samsung,watch320,929.91,2022-01-26
1019484,Samsung,galaxy13,307.05,2022-02-09
1019485,Nokia,Nk400,762.26,2022-01-18
1019486,Apple,iphoneSE,909.86,2022-01-25
1019487,Samsung,galaxy13,281.73,2022-03-20
1019488,Nokia,Nk400,363.99,2022-02-12
1019489,Samsung,galaxy13,496.12,2022-03-22
1019490,Samsung,galaxy11,408.48,2022-02-21
1019491,Samsung,galaxy13,284.89,2022-02-10
1019492,Samsung,galaxy12,921.57,2022-02-10
1019493,Nokia,Nk400,636.70,2022-01-08
1019494,Apple,laptop256,773.66,2022-03-07
1019495,Nokia,Nk320,158.48,2022-03-11
1019496,Samsung,galaxy13,281.73,2022-01-13
1019497,Nokia,Nk500,703.92,2022-01-15
1019498,Nokia,Nk500,475.92,2022-01-05
1019499,Nokia,Nk400,272.99,2022-02-13
1019500,Nokia,Nk400,775.68,2022-02-16
1019501,Apple,iphone11,679.18,2022-03-06
1019502,Samsung,galaxy11,435.46,2022-01-29
1019503,Apple,iphone13,539.91,2022-02-22
1019504,Nokia,Nk320,249.12,2022-02-09
1019505,Nokia,Nk400,218.10,2022-03-16
1019506,Nokia,Nk320,914.65,2022-02-19
1019507,Apple,Macbook512,113.72,2022-01-14
1019508,Nokia,Nk400,873.75,2022-01-23
1019509,Samsung,galaxy10,523.56,2022-01-25
1019510,Apple,iphone13,918.64,2022-02-06
1019511,Samsung,watch340,945.31,2022-03-12
1019512,Samsung,watch320,455.23,2022-02-23
1019513,Nokia,Nk500,542.52,2022-02-18
1019514,Nokia,Nk500,408.60,2022-03-14
1019515,Samsung,watch340,862.19,2022-02-22
1019516,Samsung,watch320,642.82,2022-01-24
1019517,Samsung,galaxy12,291.30,2022-03-23
1019518,Apple,iphone12,411.28,2022-01-15
1019519,Nokia,Nk400,528.85,2022-03-12
1019520,Apple,iphone11,278.68,2022-03-17
1019521,Apple,Macbook512,148.96,2022-01-29
1019522,Nokia,Nk320,295.12,2022-02-05
1019523,Nokia,Nk400,445.60,2022-01-08
1019524,Samsung,watch340,355.12,2022-03-30
1019525,Samsung,watch340,645.37,2022-02-26
1019526,Nokia,Nk320,451.49,2022-03-06
1019527,Samsung,galaxy12,193.42,2022-03-02
1019528,Apple,IpadMini,295.90,2022-01-07
1019529,Apple,IpadMini,659.15,2022-02-21
1019530,Nokia,Nk400,884.09,2022-01-06
1019531,Nokia,Nk400,779.64,2022-02-07
1019532,Apple,IpadMax,537.50,2022-01-25
1019533,Samsung,galaxy12,860.70,2022-01-31
1019534,Apple,Macbook512,414.89,2022-03-05
1019535,Samsung,watch340,934.96,2022-02-25
1019536,Samsung,galaxy10,746.00,2022-03-05
1019537,Nokia,Nk500,993.47,2022-02-18
1019538,Nokia,Nk400,479.96,2022-02-19
1019539,Samsung,watch320,447.07,2022-03-19
1019540,Apple,IpadMini,488.53,2022-02-15
1019541,Samsung,galaxy13,967.28,2022-01-02
1019542,Nokia,Nk500,648.46,2022-02-05
1019543,Apple,IpadMini,530.65,2022-02-26
1019544,Nokia,Nk400,719.39,2022-02-03
1019545,Nokia,Nk320,470.95,2022-01-21
1019546,Apple,laptop256,177.09,2022-03-19
1019547,Nokia,Nk500,229.94,2022-02-20
1019548,Apple,iphone13,615.04,2022-02-19
1019549,Samsung,galaxy13,515.87,2022-02-22
1019550,Samsung,watch340,874.55,2022-01-12
1019551,Samsung,galaxy10,507.02,2022-01-12
1019552,Apple,IpadMax,944.97,2022-01-04
1019553,Samsung,galaxy13,850.21,2022-02-07
1019554,Samsung,watch340,900.22,2022-03-14
1019555,Nokia,Nk500,890.20,2022-01-09
1019556,Apple,iphoneSE,720.95,2022-01-23
1019557,Samsung,watch320,177.21,2022-03-19
1019558,Nokia,Nk500,487.18,2022-01-29
1019559,Samsung,galaxy10,632.79,2022-02-04
1019560,Nokia,Nk320,552.60,2022-01-13
1019561,Nokia,Nk500,902.29,2022-03-16
1019562,Apple,iphone13,102.41,2022-03-18
1019563,Nokia,Nk500,196.86,2022-03-09
1019564,Nokia,Nk400,827.60,2022-03-11
1019565,Nokia,Nk500,316.24,2022-02-21
1019566,Nokia,Nk320,547.80,2022-03-25
1019567,Nokia,Nk400,276.40,2022-03-16
1019568,Samsung,galaxy10,911.31,2022-03-15
1019569,Nokia,Nk400,539.54,2022-01-14
1019570,Samsung,galaxy13,220.96,2022-03-07
1019571,Samsung,galaxy13,593.84,2022-02-20
1019572,Apple,laptop256,636.99,2022-02-03
1019573,Apple,iphone11,568.76,2022-02-19
1019574,Nokia,Nk500,126.07,2022-02-03
1019575,Samsung,galaxy13,237.70,2022-01-13
1019576,Samsung,galaxy11,157.61,2022-02-17
1019577,Samsung,galaxy12,828.28,2022-02-21
1019578,Apple,laptop256,673.15,2022-02-20
1019579,Samsung,galaxy13,193.18,2022-03-27
1019580,Samsung,galaxy11,126.75,2022-02-01
1019581,Apple,Macbook512,693.65,2022-01-05
1019582,Apple,iphone13,773.99,2022-01-14
1019583,Nokia,Nk400,840.08,2022-03-29
1019584,Nokia,Nk500,404.09,2022-01-25
1019585,Nokia,Nk500,180.05,2022-01-04
1019586,Samsung,watch320,127.27,2022-02-09
1019587,Apple,iphone11,535.16,2022-03-15
1019588,Nokia,Nk320,669.88,2022-03-23
1019589,Apple,iphone12,943.78,2022-01-23
1019590,Nokia,Nk320,272.10,2022-03-22
1019591,Apple,IpadMini,203.28,2022-03-24
1019592,Samsung,galaxy12,832.12,2022-01-13
1019593,Apple,IpadMini,883.99,2022-01-06
1019594,Nokia,Nk500,998.24,2022-03-17
1019595,Nokia,Nk400,883.68,2022-02-12
1019596,Samsung,galaxy13,383.63,2022-03-01
1019597,Samsung,galaxy12,743.29,2022-01-07
1019598,Apple,IpadMini,904.35,2022-03-01
1019599,Nokia,Nk320,491.33,2022-01-31
1019600,Apple,iphone11,297.63,2022-03-23
1019601,Nokia,Nk320,600.25,2022-02-27
1019602,Nokia,Nk320,577.16,2022-03-01
1019603,Samsung,galaxy10,108.00,2022-03-21
1019604,Samsung,galaxy13,852.02,2022-02-04
1019605,Nokia,Nk320,871.05,2022-01-23
1019606,Samsung,watch320,612.80,2022-02-26
1019607,Apple,iphone12,304.66,2022-01-31
1019608,Samsung,galaxy11,525.53,2022-03-28
1019609,Apple,iphone11,758.78,2022-02-23
1019610,Samsung,watch340,161.82,2022-02-04
1019611,Nokia,Nk320,898.45,2022-01-13
1019612,Samsung,watch320,649.96,2022-01-26
1019613,Nokia,Nk320,190.47,2022-02-11
1019614,Apple,iphoneSE,574.39,2022-02-25
1019615,Samsung,galaxy10,310.30,2022-02-04
1019616,Apple,laptop256,220.18,2022-03-24
1019617,Samsung,galaxy10,722.66,2022-02-17
1019618,Apple,iphone12,640.51,2022-02-12
1019619,Samsung,watch340,452.76,2022-02-21
1019620,Samsung,galaxy13,602.51,2022-01-25
1019621,Apple,iphoneSE,306.02,2022-02-20
1019622,Nokia,Nk400,137.36,2022-03-14
1019623,Samsung,galaxy10,565.30,2022-03-05
1019624,Apple,IpadMax,258.24,2022-02-27
1019625,Nokia,Nk500,689.20,2022-02-12
1019626,Samsung,galaxy13,576.98,2022-03-17
1019627,Nokia,Nk500,889.68,2022-01-10
1019628,Apple,laptop256,471.42,2022-02-10
1019629,Apple,IpadMax,908.04,2022-02-07
1019630,Apple,IpadMini,996.47,2022-01-17
1019631,Samsung,galaxy12,488.00,2022-02-08
1019632,Nokia,Nk400,787.36,2022-03-21
1019633,Apple,iphone11,897.50,2022-02-10
1019634,Nokia,Nk500,519.23,2022-02-21
1019635,Nokia,Nk500,256.49,2022-01-16
1019636,Samsung,galaxy11,444.39,2022-02-03
1019637,Apple,laptop256,743.74,2022-02-24
1019638,Apple,laptop256,510.54,2022-02-21
1019639,Samsung,galaxy11,479.89,2022-02-11
1019640,Apple,laptop256,195.69,2022-01-14
1019641,Nokia,Nk320,552.17,2022-02-13
1019642,Apple,Macbook512,506.34,2022-01-31
1019643,Nokia,Nk320,328.41,2022-01-02
1019644,Samsung,galaxy11,565.74,2022-03-25
1019645,Nokia,Nk400,897.24,2022-03-25
1019646,Samsung,galaxy12,700.82,2022-02-15
1019647,Apple,iphone11,511.76,2022-03-24
1019648,Apple,iphone11,381.15,2022-01-11
1019649,Samsung,galaxy13,301.09,2022-01-28
1019650,Nokia,Nk400,372.88,2022-03-28
1019651,Nokia,Nk500,494.01,2022-01-05
1019652,Nokia,Nk400,899.24,2022-03-12
1019653,Nokia,Nk400,210.39,2022-03-26
1019654,Samsung,galaxy13,723.75,2022-02-27
1019655,Nokia,Nk320,510.47,2022-03-20
1019656,Nokia,Nk320,433.75,2022-01-15
1019657,Apple,laptop256,240.44,2022-03-05
1019658,Samsung,galaxy11,277.30,2022-03-23
1019659,Nokia,Nk320,296.38,2022-03-25
1019660,Nokia,Nk400,345.27,2022-01-24
1019661,Nokia,Nk400,260.59,2022-02-09
1019662,Nokia,Nk320,816.09,2022-03-03
1019663,Samsung,galaxy13,856.46,2022-02-06
1019664,Samsung,galaxy10,115.13,2022-03-05
1019665,Nokia,Nk320,457.05,2022-03-14
1019666,Apple,iphone13,992.42,2022-01-22
1019667,Apple,iphone12,118.29,2022-02-14
1019668,Samsung,galaxy13,468.17,2022-01-02
1019669,Samsung,watch340,297.88,2022-03-27
1019670,Samsung,galaxy11,184.02,2022-03-29
1019671,Apple,iphone13,416.72,2022-01-14
1019672,Apple,iphoneSE,161.02,2022-03-13
1019673,Apple,iphone11,308.56,2022-01-01
1019674,Samsung,galaxy12,317.91,2022-01-29
1019675,Samsung,galaxy11,574.13,2022-02-03
1019676,Apple,IpadMax,353.33,2022-03-15
1019677,Nokia,Nk320,484.73,2022-02-02
1019678,Apple,iphone11,847.68,2022-03-05
1019679,Nokia,Nk500,357.26,2022-01-18
1019680,Samsung,galaxy13,873.30,2022-03-11
1019681,Samsung,galaxy12,550.48,2022-03-09
1019682,Apple,iphone11,768.87,2022-01-21
1019683,Nokia,Nk500,212.79,2022-03-04
1019684,Nokia,Nk500,536.57,2022-01-30
1019685,Samsung,galaxy10,512.29,2022-03-19
1019686,Apple,Macbook512,255.41,2022-01-09
1019687,Nokia,Nk400,568.97,2022-01-26
1019688,Samsung,galaxy10,663.90,2022-01-27
1019689,Samsung,galaxy12,885.90,2022-01-26
1019690,Nokia,Nk400,919.23,2022-02-13
1019691,Apple,Macbook512,154.75,2022-02-26
1019692,Samsung,galaxy10,109.33,2022-02-14
1019693,Nokia,Nk320,750.77,2022-03-11
1019694,Nokia,Nk320,312.25,2022-02-15
1019695,Apple,iphoneSE,582.90,2022-03-07
1019696,Apple,Macbook512,929.97,2022-03-04
1019697,Apple,IpadMini,326.42,2022-01-14
1019698,Apple,iphone13,299.15,2022-01-21
1019699,Samsung,watch340,610.38,2022-03-11
1019700,Samsung,watch340,552.24,2022-02-27
1019701,Apple,iphone13,857.34,2022-02-04
1019702,Samsung,galaxy10,109.24,2022-03-13
1019703,Apple,iphone12,110.40,2022-02-28
1019704,Apple,iphone11,788.15,2022-02-12
1019705,Apple,IpadMini,167.16,2022-02-08
1019706,Nokia,Nk320,738.50,2022-01-08
1019707,Samsung,galaxy11,376.17,2022-03-08
1019708,Samsung,watch340,209.51,2022-02-10
1019709,Samsung,galaxy11,781.84,2022-02-14
1019710,Nokia,Nk500,504.36,2022-02-09
1019711,Apple,Macbook512,721.05,2022-03-13
1019712,Apple,IpadMini,700.64,2022-02-04
1019713,Apple,IpadMini,673.18,2022-03-20
1019714,Apple,iphone13,290.27,2022-02-16
1019715,Apple,iphone12,558.38,2022-03-28
1019716,Nokia,Nk400,896.15,2022-03-16
1019717,Samsung,watch320,211.78,2022-03-12
1019718,Samsung,galaxy13,427.83,2022-03-15
1019719,Samsung,galaxy10,991.97,2022-02-22
1019720,Nokia,Nk500,735.57,2022-03-30
1019721,Samsung,galaxy13,121.75,2022-03-06
1019722,Samsung,galaxy12,230.50,2022-01-02
1019723,Apple,iphone11,961.67,2022-03-17
1019724,Apple,iphone11,206.05,2022-01-13
1019725,Nokia,Nk320,452.65,2022-01-27
1019726,Apple,iphone11,751.40,2022-03-06
1019727,Nokia,Nk320,529.66,2022-03-01
1019728,Apple,IpadMax,735.45,2022-01-10
1019729,Nokia,Nk400,395.03,2022-01-09
1019730,Nokia,Nk500,644.22,2022-02-26
1019731,Apple,laptop256,187.76,2022-01-28
1019732,Nokia,Nk320,359.59,2022-02-25
1019733,Nokia,Nk400,474.59,2022-03-13
1019734,Apple,IpadMax,815.04,2022-01-26
1019735,Apple,iphone11,885.71,2022-03-22
1019736,Apple,iphone12,301.01,2022-03-24
1019737,Samsung,watch340,679.41,2022-02-15
1019738,Nokia,Nk500,975.75,2022-03-16
1019739,Samsung,galaxy10,158.32,2022-02-08
1019740,Apple,IpadMini,137.81,2022-01-20
1019741,Nokia,Nk400,161.22,2022-03-09
1019742,Apple,IpadMax,478.17,2022-01-29
1019743,Samsung,galaxy12,537.53,2022-01-30
1019744,Samsung,watch340,133.97,2022-02-03
1019745,Apple,iphone11,726.51,2022-03-13
1019746,Apple,IpadMax,686.14,2022-03-01
1019747,Apple,iphoneSE,197.59,2022-01-11
1019748,Apple,laptop256,497.81,2022-01-15
1019749,Nokia,Nk400,767.50,2022-02-16
1019750,Apple,Macbook512,205.47,2022-01-14
1019751,Nokia,Nk400,560.85,2022-02-01
1019752,Nokia,Nk500,533.03,2022-03-10
1019753,Apple,laptop256,459.60,2022-01-30
1019754,Apple,IpadMini,949.18,2022-03-13
1019755,Samsung,galaxy11,969.18,2022-03-11
1019756,Nokia,Nk320,244.32,2022-02-21
1019757,Apple,IpadMini,533.15,2022-03-27
1019758,Samsung,galaxy10,349.17,2022-03-23
1019759,Samsung,galaxy10,466.67,2022-01-30
1019760,Apple,iphone12,709.31,2022-01-29
1019761,Samsung,galaxy12,155.11,2022-03-02
1019762,Nokia,Nk400,807.14,2022-01-30
1019763,Samsung,watch340,569.48,2022-03-07
1019764,Nokia,Nk500,228.12,2022-03-07
1019765,Nokia,Nk500,871.32,2022-01-02
1019766,Nokia,Nk500,108.52,2022-03-27
1019767,Apple,iphoneSE,496.64,2022-01-06
1019768,Nokia,Nk400,978.27,2022-03-01
1019769,Nokia,Nk500,708.31,2022-03-02
1019770,Apple,IpadMini,121.93,2022-02-14
1019771,Nokia,Nk320,426.25,2022-03-01
1019772,Samsung,watch320,889.30,2022-01-10
1019773,Apple,iphone13,985.45,2022-01-05
1019774,Apple,iphone13,589.86,2022-02-11
1019775,Apple,IpadMax,684.25,2022-03-28
1019776,Apple,IpadMini,498.80,2022-01-23
1019777,Apple,iphoneSE,958.72,2022-01-05
1019778,Nokia,Nk500,720.95,2022-02-08
1019779,Nokia,Nk400,329.34,2022-02-25
1019780,Nokia,Nk500,940.96,2022-01-11
1019781,Nokia,Nk500,336.58,2022-03-03
1019782,Apple,iphone13,515.01,2022-02-14
1019783,Apple,IpadMax,340.40,2022-03-27
1019784,Apple,Macbook512,115.23,2022-03-16
1019785,Apple,iphone12,504.56,2022-02-07
1019786,Samsung,galaxy13,358.49,2022-02-21
1019787,Apple,IpadMini,386.30,2022-02-08
1019788,Nokia,Nk500,823.71,2022-02-24
1019789,Samsung,galaxy11,353.29,2022-02-01
1019790,Apple,iphone11,316.51,2022-01-16
1019791,Nokia,Nk400,324.44,2022-03-02
1019792,Apple,iphone11,944.46,2022-01-17
1019793,Nokia,Nk320,891.97,2022-03-02
1019794,Samsung,galaxy11,998.20,2022-01-17
1019795,Apple,Macbook512,664.62,2022-03-02
1019796,Samsung,galaxy13,589.29,2022-03-15
1019797,Nokia,Nk400,390.27,2022-02-26
1019798,Samsung,watch320,752.57,2022-02-21
1019799,Nokia,Nk320,418.99,2022-02-23
1019800,Nokia,Nk400,174.14,2022-03-12
1019801,Samsung,watch340,768.88,2022-02-27
1019802,Samsung,watch320,386.14,2022-01-03
1019803,Apple,IpadMax,555.40,2022-03-04
1019804,Samsung,galaxy11,710.94,2022-03-25
1019805,Samsung,watch340,431.24,2022-01-14
1019806,Samsung,watch340,986.78,2022-01-04
1019807,Apple,IpadMini,165.80,2022-02-02
1019808,Apple,Macbook512,405.37,2022-01-28
1019809,Samsung,watch320,445.39,2022-02-13
1019810,Nokia,Nk320,676.54,2022-01-02
1019811,Apple,iphone13,717.65,2022-01-29
1019812,Nokia,Nk400,803.25,2022-03-15
1019813,Samsung,galaxy12,590.96,2022-02-19
1019814,Apple,Macbook512,880.02,2022-02-09
1019815,Apple,Macbook512,387.59,2022-03-27
1019816,Apple,laptop256,691.90,2022-03-02
1019817,Apple,iphoneSE,781.53,2022-02-23
1019818,Nokia,Nk400,201.36,2022-02-26
1019819,Apple,laptop256,566.07,2022-03-12
1019820,Nokia,Nk500,539.73,2022-01-25
1019821,Apple,iphoneSE,979.58,2022-02-15
1019822,Samsung,galaxy13,164.84,2022-03-11
1019823,Nokia,Nk320,808.48,2022-03-22
1019824,Samsung,galaxy11,484.33,2022-03-29
1019825,Apple,IpadMini,342.59,2022-01-17
1019826,Apple,iphone12,271.92,2022-03-04
1019827,Samsung,galaxy10,243.74,2022-03-10
1019828,Samsung,watch320,741.25,2022-03-07
1019829,Nokia,Nk320,972.88,2022-02-11
1019830,Apple,laptop256,251.42,2022-01-30
1019831,Samsung,watch340,502.80,2022-01-26
1019832,Nokia,Nk320,374.97,2022-03-20
1019833,Apple,iphone13,102.20,2022-01-13
1019834,Samsung,galaxy13,673.82,2022-02-05
1019835,Nokia,Nk400,320.50,2022-01-11
1019836,Apple,IpadMax,203.89,2022-02-20
1019837,Apple,iphoneSE,502.67,2022-03-27
1019838,Samsung,watch340,382.56,2022-03-08
1019839,Nokia,Nk500,960.30,2022-01-27
1019840,Samsung,watch320,731.90,2022-01-28
1019841,Samsung,watch320,156.88,2022-02-15
1019842,Samsung,galaxy11,540.52,2022-03-17
1019843,Samsung,galaxy13,867.38,2022-02-27
1019844,Apple,Macbook512,309.35,2022-02-19
1019845,Nokia,Nk400,605.12,2022-02-14
1019846,Nokia,Nk400,482.41,2022-02-05
1019847,Apple,IpadMax,199.00,2022-03-20
1019848,Nokia,Nk500,720.34,2022-02-03
1019849,Nokia,Nk320,588.86,2022-03-08
1019850,Apple,laptop256,579.94,2022-02-09
1019851,Samsung,watch340,558.59,2022-02-23
1019852,Apple,iphone13,242.35,2022-02-21
1019853,Apple,laptop256,313.08,2022-03-01
1019854,Samsung,galaxy12,104.89,2022-01-04
1019855,Nokia,Nk400,918.97,2022-02-11
1019856,Apple,iphone11,207.36,2022-02-08
1019857,Apple,IpadMax,718.59,2022-02-18
1019858,Nokia,Nk320,576.98,2022-01-15
1019859,Nokia,Nk400,351.31,2022-02-02
1019860,Apple,IpadMini,215.99,2022-03-28
1019861,Nokia,Nk500,313.88,2022-03-05
1019862,Apple,iphoneSE,698.06,2022-02-11
1019863,Nokia,Nk320,647.26,2022-02-20
1019864,Nokia,Nk500,484.20,2022-02-07
1019865,Nokia,Nk320,752.43,2022-01-08
1019866,Samsung,galaxy11,598.80,2022-01-30
1019867,Samsung,galaxy12,618.05,2022-02-03
1019868,Samsung,watch340,910.30,2022-03-07
1019869,Samsung,galaxy13,692.36,2022-01-24
1019870,Samsung,galaxy12,722.22,2022-02-12
1019871,Apple,iphone13,770.30,2022-03-13
1019872,Nokia,Nk400,213.57,2022-03-22
1019873,Nokia,Nk320,749.79,2022-01-29
1019874,Apple,iphone12,504.05,2022-01-26
1019875,Nokia,Nk320,756.82,2022-01-04
1019876,Apple,iphone13,789.15,2022-03-19
1019877,Apple,laptop256,876.01,2022-02-14
1019878,Apple,Macbook512,969.42,2022-03-16
1019879,Samsung,galaxy12,985.13,2022-02-26
1019880,Apple,IpadMax,630.40,2022-01-25
1019881,Samsung,galaxy12,432.64,2022-03-17
1019882,Nokia,Nk400,918.16,2022-03-04
1019883,Apple,laptop256,910.14,2022-02-19
1019884,Samsung,galaxy13,856.60,2022-02-05
1019885,Nokia,Nk320,164.42,2022-03-10
1019886,Apple,iphone13,843.75,2022-03-09
1019887,Nokia,Nk400,630.32,2022-01-18
1019888,Samsung,watch340,858.36,2022-01-24
1019889,Apple,iphone11,393.92,2022-01-20
1019890,Nokia,Nk400,150.65,2022-01-18
1019891,Nokia,Nk400,743.81,2022-01-11
1019892,Nokia,Nk500,949.58,2022-01-21
1019893,Apple,iphone11,477.43,2022-01-25
1019894,Samsung,watch340,232.91,2022-03-02
1019895,Apple,iphone11,843.92,2022-03-04
1019896,Samsung,galaxy10,783.06,2022-01-13
1019897,Nokia,Nk500,716.65,2022-03-17
1019898,Samsung,galaxy11,269.88,2022-03-26
1019899,Apple,iphone11,674.12,2022-03-29
1019900,Nokia,Nk400,625.45,2022-03-01
1019901,Apple,IpadMax,772.60,2022-02-15
1019902,Apple,iphone12,466.24,2022-02-02
1019903,Samsung,watch340,249.44,2022-01-09
1019904,Apple,IpadMax,443.13,2022-02-09
1019905,Apple,IpadMax,870.96,2022-03-02
1019906,Apple,Macbook512,532.40,2022-01-28
1019907,Apple,IpadMax,241.14,2022-03-18
1019908,Apple,iphone13,989.39,2022-02-08
1019909,Apple,iphone12,233.80,2022-03-09
1019910,Nokia,Nk320,807.40,2022-01-07
1019911,Samsung,galaxy11,382.88,2022-02-25
1019912,Apple,IpadMini,519.32,2022-03-18
1019913,Apple,iphoneSE,750.74,2022-01-02
1019914,Samsung,galaxy12,404.83,2022-03-14
1019915,Apple,iphone11,783.78,2022-02-13
1019916,Samsung,galaxy11,741.77,2022-03-28
1019917,Nokia,Nk400,670.41,2022-03-29
1019918,Samsung,galaxy10,834.82,2022-02-23
1019919,Nokia,Nk400,409.08,2022-02-14
1019920,Samsung,galaxy12,913.07,2022-03-03
1019921,Apple,Macbook512,456.59,2022-03-13
1019922,Nokia,Nk320,437.29,2022-03-15
1019923,Nokia,Nk320,495.64,2022-01-28
1019924,Nokia,Nk320,217.36,2022-02-08
1019925,Samsung,watch340,229.91,2022-01-18
1019926,Nokia,Nk320,298.68,2022-02-18
1019927,Apple,iphoneSE,667.01,2022-03-03
1019928,Apple,IpadMax,187.65,2022-01-17
1019929,Apple,Macbook512,654.39,2022-03-01
1019930,Samsung,watch340,541.32,2022-02-14
1019931,Nokia,Nk400,925.60,2022-03-11
1019932,Nokia,Nk320,936.84,2022-02-28
1019933,Nokia,Nk500,683.63,2022-02-08
1019934,Apple,Macbook512,431.71,2022-03-12
1019935,Nokia,Nk500,488.28,2022-01-28
1019936,Apple,IpadMax,671.69,2022-01-24
1019937,Apple,IpadMax,153.46,2022-02-26
1019938,Apple,IpadMini,861.52,2022-03-20
1019939,Nokia,Nk400,675.07,2022-03-25
1019940,Samsung,watch340,962.83,2022-02-04
1019941,Nokia,Nk400,910.30,2022-01-10
1019942,Samsung,galaxy12,375.11,2022-02-14
1019943,Apple,Macbook512,712.37,2022-02-16
1019944,Samsung,galaxy13,408.27,2022-03-13
1019945,Apple,iphoneSE,980.49,2022-01-17
1019946,Nokia,Nk320,689.34,2022-03-14
1019947,Samsung,galaxy10,151.54,2022-02-17
1019948,Nokia,Nk400,915.87,2022-01-13
1019949,Nokia,Nk500,750.89,2022-02-05
1019950,Samsung,galaxy11,861.77,2022-03-03
1019951,Samsung,watch320,133.78,2022-01-18
1019952,Samsung,galaxy12,286.86,2022-01-28
1019953,Samsung,galaxy10,807.58,2022-01-12
1019954,Nokia,Nk400,769.39,2022-03-07
1019955,Samsung,galaxy13,620.35,2022-02-04
1019956,Samsung,galaxy12,167.91,2022-02-24
1019957,Samsung,galaxy13,286.27,2022-01-01
1019958,Nokia,Nk400,971.71,2022-01-20
1019959,Samsung,galaxy13,284.84,2022-02-15
1019960,Apple,iphone12,143.42,2022-03-27
1019961,Apple,iphoneSE,992.51,2022-01-30
1019962,Apple,Macbook512,374.67,2022-02-28
1019963,Apple,laptop256,844.81,2022-02-03
1019964,Apple,Macbook512,633.59,2022-02-25
1019965,Nokia,Nk400,613.82,2022-02-14
1019966,Samsung,galaxy10,801.06,2022-02-08
1019967,Apple,iphone11,377.83,2022-01-21
1019968,Nokia,Nk400,294.23,2022-03-03
1019969,Apple,IpadMini,932.07,2022-02-11
1019970,Nokia,Nk500,209.73,2022-02-24
1019971,Nokia,Nk500,943.05,2022-02-14
1019972,Samsung,galaxy13,138.78,2022-02-02
1019973,Nokia,Nk320,904.13,2022-03-29
1019974,Apple,iphone11,537.88,2022-01-11
1019975,Nokia,Nk320,613.13,2022-02-05
1019976,Nokia,Nk320,711.24,2022-02-10
1019977,Samsung,watch320,210.43,2022-01-31
1019978,Apple,IpadMax,143.27,2022-01-14
1019979,Nokia,Nk320,875.06,2022-01-29
1019980,Apple,laptop256,828.86,2022-01-11
1019981,Nokia,Nk320,182.27,2022-01-12
1019982,Nokia,Nk500,752.72,2022-01-19
1019983,Samsung,watch340,383.72,2022-03-06
1019984,Nokia,Nk320,674.73,2022-03-17
1019985,Samsung,watch320,995.67,2022-01-02
1019986,Nokia,Nk400,767.97,2022-01-15
1019987,Samsung,galaxy13,320.61,2022-01-26
1019988,Apple,Macbook512,443.21,2022-03-16
1019989,Samsung,galaxy12,114.59,2022-02-09
1019990,Samsung,galaxy10,556.76,2022-03-10
1019991,Nokia,Nk320,541.36,2022-02-28
1019992,Nokia,Nk500,875.90,2022-03-10
1019993,Apple,IpadMax,386.63,2022-01-13
1019994,Apple,iphoneSE,935.79,2022-02-21
1019995,Samsung,watch340,684.92,2022-03-05
1019996,Nokia,Nk320,449.62,2022-01-10
1019997,Samsung,galaxy10,343.13,2022-03-22
1019998,Samsung,galaxy13,479.40,2022-01-01
1019999,Nokia,Nk400,446.21,2022-03-25
1020000,Apple,laptop256,464.20,2022-02-07
1020001,Samsung,galaxy11,730.14,2022-02-10
1020002,Apple,Macbook512,378.16,2022-02-18
1020003,Samsung,galaxy13,530.51,2022-02-13
1020004,Samsung,galaxy12,829.93,2022-01-10
1020005,Nokia,Nk400,747.81,2022-02-21
1020006,Apple,iphone12,614.85,2022-03-02
1020007,Apple,laptop256,900.08,2022-02-24
1020008,Nokia,Nk400,875.65,2022-02-21
1020009,Nokia,Nk500,467.03,2022-01-19
1020010,Nokia,Nk500,752.73,2022-01-16
1020011,Nokia,Nk500,201.57,2022-01-26
1020012,Samsung,galaxy12,190.55,2022-02-01
1020013,Samsung,watch340,857.42,2022-01-16
1020014,Apple,iphone13,859.13,2022-01-23
1020015,Samsung,watch320,995.44,2022-03-05
1020016,Samsung,galaxy12,949.80,2022-03-17
1020017,Nokia,Nk400,694.30,2022-02-18
1020018,Samsung,watch340,195.43,2022-02-13
1020019,Samsung,galaxy13,763.18,2022-02-22
1020020,Nokia,Nk400,395.15,2022-02-01
1020021,Apple,iphoneSE,749.21,2022-01-17
1020022,Nokia,Nk400,581.55,2022-01-25
1020023,Samsung,watch320,320.14,2022-03-04
1020024,Nokia,Nk500,714.93,2022-01-30
1020025,Samsung,watch320,739.46,2022-03-01
1020026,Apple,Macbook512,666.08,2022-03-30
1020027,Apple,iphone12,519.32,2022-02-21
1020028,Samsung,galaxy13,699.12,2022-03-27
1020029,Nokia,Nk400,870.05,2022-01-23
1020030,Samsung,galaxy13,461.93,2022-01-14
1020031,Samsung,watch320,568.97,2022-01-14
1020032,Samsung,watch320,218.42,2022-01-06
1020033,Apple,iphoneSE,113.80,2022-01-24
1020034,Samsung,galaxy13,346.82,2022-02-15
1020035,Apple,IpadMini,193.15,2022-01-04
1020036,Apple,iphone11,135.66,2022-02-10
1020037,Apple,iphoneSE,913.10,2022-02-06
